1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66
212000;Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;voll.;1,447;662;785;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;14;8;6;17;10;7;112;67;45;129;77;52;77;44;33;88;57;31;165;101;64;202;104;98;281;139;142;230;92;138;288;96;192;152;53;99;1,318;585;733
212000;Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;vers.;502;249;253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;2;2;0;18;5;13;20;7;13;19;12;7;22;14;8;41;26;15;62;32;30;75;38;37;99;51;48;128;52;76;77;43;34;482;242;240
212000;Raub, räuberische Erpressung auf/gegen sonstige Kassenräume und Geschäfte;insg.;1,949;911;1,038;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;16;10;6;19;12;7;130;72;58;149;84;65;96;56;40;110;71;39;206;127;79;264;136;128;356;177;179;329;143;186;416;148;268;229;96;133;1,800;827;973
212010;Raub auf sonstige Kassenräume oder Geschäfte § 249 StGB;voll.;108;46;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;3;2;1;7;3;4;10;5;5;5;3;2;4;3;1;9;6;3;7;3;4;16;5;11;18;11;7;28;8;20;20;8;12;98;41;57
212010;Raub auf sonstige Kassenräume oder Geschäfte § 249 StGB;vers.;33;13;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;2;2;0;0;0;0;2;2;0;4;1;3;3;1;2;8;3;5;8;4;4;7;2;5;32;13;19
212010;Raub auf sonstige Kassenräume oder Geschäfte § 249 StGB;insg.;141;59;82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;3;2;1;8;3;5;11;5;6;7;5;2;4;3;1;11;8;3;11;4;7;19;6;13;26;14;12;36;12;24;27;10;17;130;54;76
212020;Schwerer Raub auf sonstige Kassenräume oder Geschäfte § 250 StGB;voll.;478;213;265;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;7;3;4;9;5;4;23;13;10;32;18;14;21;10;11;33;22;11;54;32;22;60;34;26;88;46;42;76;26;50;103;35;68;65;22;43;446;195;251
212020;Schwerer Raub auf sonstige Kassenräume oder Geschäfte § 250 StGB;vers.;154;83;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;2;2;0;2;0;2;4;2;2;6;4;2;6;3;3;12;7;5;27;14;13;19;13;6;35;18;17;39;18;21;18;11;7;150;81;69
212020;Schwerer Raub auf sonstige Kassenräume oder Geschäfte § 250 StGB;insg.;632;296;336;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;9;5;4;11;7;4;25;13;12;36;20;16;27;14;13;39;25;14;66;39;27;87;48;39;107;59;48;111;44;67;142;53;89;83;33;50;596;276;320
212030;Raub mit Todesfolge auf sonstige Kassenräume oder Geschäfte § 251 StGB;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
212030;Raub mit Todesfolge auf sonstige Kassenräume oder Geschäfte § 251 StGB;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
212030;Raub mit Todesfolge auf sonstige Kassenräume oder Geschäfte § 251 StGB;insg.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
212050;Räuberische Erpressung gegen sonstige Kassenräume oder Geschäfte § 255 StGB;voll.;275;109;166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;30;17;13;31;18;13;16;10;6;14;7;7;30;17;13;42;16;26;58;22;36;49;18;31;48;14;34;17;4;13;244;91;153
212050;Räuberische Erpressung gegen sonstige Kassenräume oder Geschäfte § 255 StGB;vers.;168;78;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;4;4;8;4;4;5;1;4;9;6;3;14;7;7;16;9;7;27;12;15;28;15;13;43;14;29;32;17;15;160;74;86
212050;Räuberische Erpressung gegen sonstige Kassenräume oder Geschäfte § 255 StGB;insg.;443;187;256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;38;21;17;39;22;17;21;11;10;23;13;10;44;24;20;58;25;33;85;34;51;77;33;44;91;28;63;49;21;28;404;165;239
212100;Raub, räuberische Erpressung auf/gegen Spielhallen;voll.;86;39;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;5;2;3;3;3;0;8;5;3;10;7;3;23;10;13;17;5;12;14;7;7;13;5;8;85;39;46
212100;Raub, räuberische Erpressung auf/gegen Spielhallen;vers.;24;9;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;2;1;1;7;3;4;5;2;3;5;1;4;4;1;3;24;9;15
212100;Raub, räuberische Erpressung auf/gegen Spielhallen;insg.;110;48;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;5;2;3;4;4;0;9;6;3;12;8;4;30;13;17;22;7;15;19;8;11;17;6;11;109;48;61
212110;Raub auf Spielhallen § 249 StGB;voll.;10;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;3;2;1;1;0;1;4;2;2;1;1;0;10;6;4
212110;Raub auf Spielhallen § 249 StGB;vers.;7;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;3;0;3;0;0;0;2;1;1;7;1;6
212110;Raub auf Spielhallen § 249 StGB;insg.;17;7;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1;0;1;4;2;2;4;0;4;4;2;2;3;2;1;17;7;10
212120;Schwerer Raub auf Spielhallen § 250 StGB;voll.;44;20;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;2;1;1;4;4;0;12;4;8;12;5;7;6;3;3;8;3;5;44;20;24
212120;Schwerer Raub auf Spielhallen § 250 StGB;vers.;11;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1;1;0;4;2;2;1;1;0;3;0;3;1;0;1;11;5;6
212120;Schwerer Raub auf Spielhallen § 250 StGB;insg.;55;25;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;2;0;3;2;1;5;5;0;16;6;10;13;6;7;9;3;6;9;3;6;55;25;30
212130;Raub mit Todesfolge auf Spielhallen § 251 StGB;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
212130;Raub mit Todesfolge auf Spielhallen § 251 StGB;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
212130;Raub mit Todesfolge auf Spielhallen § 251 StGB;insg.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
212150;Räuberische Erpressung gegen Spielhallen § 255 StGB;voll.;32;13;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;4;2;2;1;1;0;5;3;2;6;3;3;8;4;4;4;0;4;4;2;2;4;1;3;31;13;18
212150;Räuberische Erpressung gegen Spielhallen § 255 StGB;vers.;6;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;1;0;2;1;1;1;0;1;6;3;3
212150;Räuberische Erpressung gegen Spielhallen § 255 StGB;insg.;38;16;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;4;2;2;1;1;0;5;3;2;6;3;3;10;5;5;5;1;4;6;3;3;5;1;4;37;16;21
212200;Raub, räuberische Erpressung auf/gegen Tankstellen;voll.;500;255;245;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;3;2;1;4;2;2;51;34;17;55;36;19;30;19;11;34;22;12;64;41;23;83;44;39;96;56;40;70;32;38;95;32;63;37;14;23;445;219;226
212200;Raub, räuberische Erpressung auf/gegen Tankstellen;vers.;123;66;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1;6;7;1;6;6;5;1;6;4;2;12;9;3;13;7;6;19;9;10;23;13;10;33;15;18;16;12;4;116;65;51
212200;Raub, räuberische Erpressung auf/gegen Tankstellen;insg.;623;321;302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;3;2;1;4;2;2;58;35;23;62;37;25;36;24;12;40;26;14;76;50;26;96;51;45;115;65;50;93;45;48;128;47;81;53;26;27;561;284;277
212210;Raub auf Tankstellen § 249 StGB;voll.;30;11;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;2;2;0;3;2;1;2;2;0;5;4;1;6;4;2;6;1;5;7;0;7;3;0;3;1;0;1;28;9;19
212210;Raub auf Tankstellen § 249 StGB;vers.;14;9;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;2;0;2;1;1;0;1;1;0;2;2;0;4;2;2;0;0;0;2;2;0;3;3;0;1;0;1;12;9;3
212210;Raub auf Tankstellen § 249 StGB;insg.;44;20;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;2;4;2;2;4;3;1;3;3;0;7;6;1;10;6;4;6;1;5;9;2;7;6;3;3;2;0;2;40;18;22
212220;Schwerer Raub auf Tankstellen § 250 StGB;voll.;277;142;135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;2;1;1;28;18;10;30;19;11;15;10;5;21;13;8;36;23;13;53;22;31;44;31;13;32;17;15;61;23;38;21;7;14;247;123;124
212220;Schwerer Raub auf Tankstellen § 250 StGB;vers.;55;30;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;3;1;2;3;2;1;2;0;2;5;2;3;5;4;1;10;6;4;9;5;4;17;7;10;6;5;1;52;29;23
212220;Schwerer Raub auf Tankstellen § 250 StGB;insg.;332;172;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;2;1;1;31;19;12;33;20;13;18;12;6;23;13;10;41;25;16;58;26;32;54;37;17;41;22;19;78;30;48;27;12;15;299;152;147
212230;Raub mit Todesfolge auf Tankstellen § 251 StGB;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
212230;Raub mit Todesfolge auf Tankstellen § 251 StGB;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
212230;Raub mit Todesfolge auf Tankstellen § 251 StGB;insg.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
212250;Räuberische Erpressung gegen Tankstellen § 255 StGB;voll.;193;102;91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;2;1;1;21;14;7;23;15;8;12;7;5;11;7;4;23;14;9;24;18;6;46;24;22;31;15;16;31;9;22;15;7;8;170;87;83
212250;Räuberische Erpressung gegen Tankstellen § 255 StGB;vers.;54;27;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;2;0;2;2;2;0;3;3;0;5;5;0;4;1;3;9;3;6;12;6;6;13;5;8;9;7;2;52;27;25
212250;Räuberische Erpressung gegen Tankstellen § 255 StGB;insg.;247;129;118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;2;1;1;23;14;9;25;15;10;14;9;5;14;10;4;28;19;9;28;19;9;55;27;28;43;21;22;44;14;30;24;14;10;222;114;108
213000;Raub, räuberische Erpressung auf/gegen Geld- und Werttransporte;voll.;31;24;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;2;2;0;1;1;0;1;1;0;2;2;0;4;2;2;7;6;1;7;6;1;7;4;3;2;2;0;29;22;7
213000;Raub, räuberische Erpressung auf/gegen Geld- und Werttransporte;vers.;4;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;1;1;1;1;0;0;0;0;4;3;1
213000;Raub, räuberische Erpressung auf/gegen Geld- und Werttransporte;insg.;35;27;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;2;2;0;1;1;0;1;1;0;2;2;0;4;2;2;8;7;1;9;7;2;8;5;3;2;2;0;33;25;8
213100;Raub, räuberische Erpressung auf/gegen Geld- und Kassenboten;voll.;29;23;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;2;2;0;1;1;0;1;1;0;2;2;0;2;1;1;7;6;1;7;6;1;7;4;3;2;2;0;27;21;6
213100;Raub, räuberische Erpressung auf/gegen Geld- und Kassenboten;vers.;4;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;1;1;1;1;0;0;0;0;4;3;1
213100;Raub, räuberische Erpressung auf/gegen Geld- und Kassenboten;insg.;33;26;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;2;2;0;1;1;0;1;1;0;2;2;0;2;1;1;8;7;1;9;7;2;8;5;3;2;2;0;31;24;7
213110;Raub auf Geld- und Kassenboten § 249 StGB;voll.;10;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;3;3;0;4;2;2;1;1;0;10;8;2
213110;Raub auf Geld- und Kassenboten § 249 StGB;vers.;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;2;1;1
213110;Raub auf Geld- und Kassenboten § 249 StGB;insg.;12;9;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;4;3;1;5;3;2;1;1;0;12;9;3
213120;Schwerer Raub auf Geld- und Kassenboten § 250 StGB;voll.;14;11;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;2;2;0;1;1;0;1;1;0;2;2;0;0;0;0;3;2;1;3;2;1;3;2;1;1;1;0;12;9;3
213120;Schwerer Raub auf Geld- und Kassenboten § 250 StGB;vers.;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;2;2;0
213120;Schwerer Raub auf Geld- und Kassenboten § 250 StGB;insg.;16;13;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;2;2;0;1;1;0;1;1;0;2;2;0;0;0;0;4;3;1;4;3;1;3;2;1;1;1;0;14;11;3
213130;Raub mit Todesfolge auf Geld- und Kassenboten § 251 StGB;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
213130;Raub mit Todesfolge auf Geld- und Kassenboten § 251 StGB;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
213130;Raub mit Todesfolge auf Geld- und Kassenboten § 251 StGB;insg.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
213150;Räuberische Erpressung gegen Geld- und Kassenboten § 255 StGB;voll.;5;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;2;2;0;1;1;0;0;0;0;0;0;0;5;4;1
213150;Räuberische Erpressung gegen Geld- und Kassenboten § 255 StGB;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
213150;Räuberische Erpressung gegen Geld- und Kassenboten § 255 StGB;insg.;5;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;2;2;0;1;1;0;0;0;0;0;0;0;5;4;1
213200;Raub, räuberische Erpressung auf/gegen Spezialgeldtransportfahrzeuge;voll.;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1
213200;Raub, räuberische Erpressung auf/gegen Spezialgeldtransportfahrzeuge;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
213200;Raub, räuberische Erpressung auf/gegen Spezialgeldtransportfahrzeuge;insg.;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1
213210;Raub auf Spezialgeldtransportfahrzeuge § 249 StGB;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
213210;Raub auf Spezialgeldtransportfahrzeuge § 249 StGB;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
213210;Raub auf Spezialgeldtransportfahrzeuge § 249 StGB;insg.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
213220;Schwerer Raub auf Spezialgeldtransportfahrzeuge § 250 StGB;voll.;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1
213220;Schwerer Raub auf Spezialgeldtransportfahrzeuge § 250 StGB;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
213220;Schwerer Raub auf Spezialgeldtransportfahrzeuge § 250 StGB;insg.;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1
213230;Raub mit Todesfolge auf Spezialgeldtransportfahrzeuge § 251 StGB;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
213230;Raub mit Todesfolge auf Spezialgeldtransportfahrzeuge § 251 StGB;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
213230;Raub mit Todesfolge auf Spezialgeldtransportfahrzeuge § 251 StGB;insg.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
213250;Räuberische Erpressung gegen Spezialgeldtransportfahrzeuge § 255 StGB;voll.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
213250;Räuberische Erpressung gegen Spezialgeldtransportfahrzeuge § 255 StGB;vers.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
213250;Räuberische Erpressung gegen Spezialgeldtransportfahrzeuge § 255 StGB;insg.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
214000;Räuberischer Angriff auf Kraftfahrer § 316a StGB;voll.;81;62;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;7;6;1;8;7;1;3;2;1;4;4;0;7;6;1;5;5;0;15;10;5;16;10;6;14;10;4;16;14;2;73;55;18
214000;Räuberischer Angriff auf Kraftfahrer § 316a StGB;vers.;45;38;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;1;1;0;4;4;0;6;3;3;6;6;0;11;7;4;9;9;0;9;9;0;45;38;7
214000;Räuberischer Angriff auf Kraftfahrer § 316a StGB;insg.;126;100;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;7;6;1;8;7;1;6;5;1;5;5;0;11;10;1;11;8;3;21;16;5;27;17;10;23;19;4;25;23;2;118;93;25
214079;Räuberischer Angriff auf sonstige Kraftfahrer;voll.;62;45;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;7;6;1;8;7;1;3;2;1;4;4;0;7;6;1;5;5;0;11;6;5;12;6;6;10;8;2;9;7;2;54;38;16
214079;Räuberischer Angriff auf sonstige Kraftfahrer;vers.;31;24;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;1;1;0;3;3;0;6;3;3;4;4;0;10;6;4;4;4;0;4;4;0;31;24;7
214079;Räuberischer Angriff auf sonstige Kraftfahrer;insg.;93;69;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;7;6;1;8;7;1;5;4;1;5;5;0;10;9;1;11;8;3;15;10;5;22;12;10;14;12;2;13;11;2;85;62;23
214100;Beraubung von Taxifahrern;voll.;19;17;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;4;4;0;4;2;2;7;7;0;19;17;2
